S.No.,Coverage_Name,Dwelling,Rating_Factors_Algorithm,Rating_Factors_PC_worksheet,Rating_Factors_Expected
1104,Coverage C,Other,IRPM Factor,IFactor,
1105,Coverage C,Other,Transfer Plan Factor,,
1106,Coverage D,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1107,Coverage D,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1108,Coverage D,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1109,Coverage D,Liability,Distance to Coast,table:Distance To Coast.Liability,
1110,Coverage D,Liability,Acreage,table:Acreage.Liability,Acres
1111,Coverage D,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1112,Coverage D,Liability,Credit,table:Credit.Liability,Credit
1113,Coverage D,Liability,Protection Class,table:Protection Class.Liability,PC
1114,Coverage D,Liability,Miles to Fire Department,table:Miles To Fire Department.Liability,MilesToDept
1115,Coverage D,Liability,Construction Type,table:Construction Materials for All.Liability,Constr
1116,Coverage D,Liability,Number of Families,table:Number Of Families.Liability,NumFam
1117,Coverage D,Liability,TownRowhouse,table:TownRowHouse.Liability,TownRow
1118,Coverage D,Liability,Stories and Square Feet,table:Sq Feet Stories.Liability,StorSqFt
1119,Coverage D,Liability,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Liability,CovARPC
1120,Coverage D,Liability,Number of Bathrooms,table:Bathrooms.Liability,NumBaths
1121,Coverage D,Liability,Garage Factor,table:Garage Factor.Liability,Garages
1122,Coverage D,Liability,Dwelling Claims Factor,,DwellClaims
1123,Coverage D,Liability,Farming Claims Factor,table:Farming Claims Factor.Liability,FarmClaims
1124,Coverage D,Liability,New Business Loss Experience Factor,,
1125,Coverage D,Liability,Pool Liability,table:Pool.Liability,Pool
1126,Coverage D,Liability,Trampoline Liability,table:Trampoline.Liability,Trampoline
1127,Coverage D,Liability,Perils Factor,table:Perils.Liability,Perils
1128,Coverage D,Liability,Age of Dwelling,,AOD
1129,Coverage D,Liability,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Liability,DwellYrBuilt
1130,Coverage D,Liability,"Age of Roof, Roof Construction",table:AoR.Liability,AOR
1131,Coverage D,Liability,Roof Shape,table:RoofShape.Liability,RoofShape
1132,Coverage D,Liability,Roof Exclusion,table:RoofExclusion.Liability,RoofExcl
1133,Coverage D,Liability,Utility Update ,table:Utility.Liability,UtilElec
1134,Coverage D,Liability,Utility Update ,table:Utility.Liability,UtilHeat
1135,Coverage D,Liability,Utility Update ,table:Utility.Liability,UtilPlumb
1136,Coverage D,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1137,Coverage D,Liability,Fortified,table:Fortified.Liability,Fortified
1138,Coverage D,Liability,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Liability,ProtDev
1139,Coverage D,Liability,Wind Mitigation,table:Wind Mitigation.Liability,
1140,Coverage D,Liability,Policy Size Relativity,table:PolicySizeRelativity.Liability,CovAPSR
1141,Coverage D,Liability,Coverage Modification,,
1142,Coverage D,Liability,Brushfire,table:Brushfire.Liability,
1143,Coverage D,Liability,Solid Fuel Heating Device Surcharge,table:SolidFuel.Liability,SolidFuel
1144,Coverage D,Liability,Foundation Type,table:FoundationType.Liability,Foundation
1145,Coverage D,Liability,ACV Roof,table:ACVRoof.Liability,ACVRoof
1146,Coverage D,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1147,Coverage D,Liability,Wind Hail Deductible,table:WHDeductible.Liability,WHDed
1148,Coverage D,Liability,Occupancy,table:Occupancy.Liability,Occupancy
1149,Coverage D,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1150,Coverage D,Liability,IRPM Factor,IFactor,
1151,Coverage D,Liability,Transfer Plan Factor,,
1152,Coverage D,Hail,Base Rate,table:BaseRate.Hail,BaseRate
1153,Coverage D,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
1154,Coverage D,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
1155,Coverage D,Hail,Distance to Coast,table:Distance To Coast.Hail,
1156,Coverage D,Hail,Acreage,table:Acreage.Hail,Acres
1157,Coverage D,Hail,Farm Type,table:Farm_Type.Hail,FarmType
1158,Coverage D,Hail,Credit,table:Credit.Hail,Credit
1159,Coverage D,Hail,Protection Class,table:Protection Class.Hail,PC
1160,Coverage D,Hail,Miles to Fire Department,table:Miles To Fire Department.Hail,MilesToDept
1161,Coverage D,Hail,Construction Type,table:Construction Materials for All.Hail,Constr
1162,Coverage D,Hail,Number of Families,table:Number Of Families.Hail,NumFam
1163,Coverage D,Hail,TownRowhouse,table:TownRowHouse.Hail,TownRow
1164,Coverage D,Hail,Stories and Square Feet,table:Sq Feet Stories.Hail,StorSqFt
1165,Coverage D,Hail,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Hail,CovARPC
1166,Coverage D,Hail,Number of Bathrooms,table:Bathrooms.Hail,NumBaths
1167,Coverage D,Hail,Garage Factor,table:Garage Factor.Hail,Garages
1168,Coverage D,Hail,Dwelling Claims Factor,,DwellClaims
1169,Coverage D,Hail,Farming Claims Factor,table:Farming Claims Factor.Hail,FarmClaims
1170,Coverage D,Hail,New Business Loss Experience Factor,,
1171,Coverage D,Hail,Pool Liability,table:Pool.Hail,Pool
1172,Coverage D,Hail,Trampoline Liability,table:Trampoline.Hail,Trampoline
1173,Coverage D,Hail,Perils Factor,table:Perils.Hail,Perils
1174,Coverage D,Hail,Age of Dwelling,,AOD
1175,Coverage D,Hail,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Hail,DwellYrBuilt
1176,Coverage D,Hail,"Age of Roof, Roof Construction",table:AoR.Hail,AOR
1177,Coverage D,Hail,Roof Shape,table:RoofShape.Hail,RoofShape
1178,Coverage D,Hail,Roof Exclusion,table:RoofExclusion.Hail,RoofExcl
1179,Coverage D,Hail,Utility Update ,table:Utility.Hail,UtilElec
1180,Coverage D,Hail,Utility Update ,table:Utility.Hail,UtilHeat
1181,Coverage D,Hail,Utility Update ,table:Utility.Hail,UtilPlumb
1182,Coverage D,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
1183,Coverage D,Hail,Fortified,table:Fortified.Hail,Fortified
1184,Coverage D,Hail,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Hail,ProtDev
1185,Coverage D,Hail,Wind Mitigation,table:Wind Mitigation.Hail,
1186,Coverage D,Hail,Policy Size Relativity,table:PolicySizeRelativity.Hail,CovAPSR
1187,Coverage D,Hail,Coverage Modification,,
1188,Coverage D,Hail,Brushfire,table:Brushfire.Hail,
1189,Coverage D,Hail,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hail,SolidFuel
1190,Coverage D,Hail,Foundation Type,table:FoundationType.Hail,Foundation
1191,Coverage D,Hail,ACV Roof,table:ACVRoof.Hail,ACVRoof
1192,Coverage D,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
1193,Coverage D,Hail,Wind Hail Deductible,table:WHDeductible.Hail,WHDed
1194,Coverage D,Hail,Occupancy,table:Occupancy.Hail,Occupancy
1195,Coverage D,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
1196,Coverage D,Hail,IRPM Factor,IFactor,
1197,Coverage D,Hail,Transfer Plan Factor,,
1198,Coverage D,Water,Base Rate,table:BaseRate.Water,BaseRate
1199,Coverage D,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
1200,Coverage D,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
1201,Coverage D,Water,Distance to Coast,table:Distance To Coast.Water,
1202,Coverage D,Water,Acreage,table:Acreage.Water,Acres
1203,Coverage D,Water,Farm Type,table:Farm_Type.Water,FarmType
1204,Coverage D,Water,Credit,table:Credit.Water,Credit
1205,Coverage D,Water,Protection Class,table:Protection Class.Water,PC
1206,Coverage D,Water,Miles to Fire Department,table:Miles To Fire Department.Water,MilesToDept
1207,Coverage D,Water,Construction Type,table:Construction Materials for All.Water,Constr
1208,Coverage D,Water,Number of Families,table:Number Of Families.Water,NumFam
1209,Coverage D,Water,TownRowhouse,table:TownRowHouse.Water,TownRow
1210,Coverage D,Water,Stories and Square Feet,table:Sq Feet Stories.Water,StorSqFt
1211,Coverage D,Water,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Water,CovARPC
1212,Coverage D,Water,Number of Bathrooms,table:Bathrooms.Water,NumBaths
1213,Coverage D,Water,Garage Factor,table:Garage Factor.Water,Garages
1214,Coverage D,Water,Dwelling Claims Factor,,DwellClaims
1215,Coverage D,Water,Farming Claims Factor,table:Farming Claims Factor.Water,FarmClaims
1216,Coverage D,Water,New Business Loss Experience Factor,,
1217,Coverage D,Water,Pool Liability,table:Pool.Water,Pool
1218,Coverage D,Water,Trampoline Liability,table:Trampoline.Water,Trampoline
1219,Coverage D,Water,Perils Factor,table:Perils.Water,Perils
1220,Coverage D,Water,Age of Dwelling,,AOD
1221,Coverage D,Water,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Water,DwellYrBuilt
1222,Coverage D,Water,"Age of Roof, Roof Construction",table:AoR.Water,AOR
1223,Coverage D,Water,Roof Shape,table:RoofShape.Water,RoofShape
1224,Coverage D,Water,Roof Exclusion,table:RoofExclusion.Water,RoofExcl
1225,Coverage D,Water,Utility Update ,table:Utility.Water,UtilElec
1226,Coverage D,Water,Utility Update ,table:Utility.Water,UtilHeat
1227,Coverage D,Water,Utility Update ,table:Utility.Water,UtilPlumb
1228,Coverage D,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
1229,Coverage D,Water,Fortified,table:Fortified.Water,Fortified
1230,Coverage D,Water,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Water,ProtDev
1231,Coverage D,Water,Wind Mitigation,table:Wind Mitigation.Water,
1232,Coverage D,Water,Policy Size Relativity,table:PolicySizeRelativity.Water,CovAPSR
1233,Coverage D,Water,Coverage Modification,,
1234,Coverage D,Water,Brushfire,table:Brushfire.Water,
1235,Coverage D,Water,Solid Fuel Heating Device Surcharge,table:SolidFuel.Water,SolidFuel
1236,Coverage D,Water,Foundation Type,table:FoundationType.Water,Foundation
1237,Coverage D,Water,ACV Roof,table:ACVRoof.Water,ACVRoof
1238,Coverage D,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
1239,Coverage D,Water,Wind Hail Deductible,table:WHDeductible.Water,WHDed
1240,Coverage D,Water,Occupancy,table:Occupancy.Water,Occupancy
1241,Coverage D,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
1242,Coverage D,Water,IRPM Factor,IFactor,
1243,Coverage D,Water,Transfer Plan Factor,,
1244,Coverage D,Theft,Base Rate,table:BaseRate.Theft,BaseRate
1245,Coverage D,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
1246,Coverage D,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
1247,Coverage D,Theft,Distance to Coast,table:Distance To Coast.Theft,
1248,Coverage D,Theft,Acreage,table:Acreage.Theft,Acres
1249,Coverage D,Theft,Farm Type,table:Farm_Type.Theft,FarmType
1250,Coverage D,Theft,Credit,table:Credit.Theft,Credit
1251,Coverage D,Theft,Protection Class,table:Protection Class.Theft,PC
1252,Coverage D,Theft,Miles to Fire Department,table:Miles To Fire Department.Theft,MilesToDept
1253,Coverage D,Theft,Construction Type,table:Construction Materials for All.Theft,Constr
1254,Coverage D,Theft,Number of Families,table:Number Of Families.Theft,NumFam
1255,Coverage D,Theft,TownRowhouse,table:TownRowHouse.Theft,TownRow
1256,Coverage D,Theft,Stories and Square Feet,table:Sq Feet Stories.Theft,StorSqFt
1257,Coverage D,Theft,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Theft,CovARPC
1258,Coverage D,Theft,Number of Bathrooms,table:Bathrooms.Theft,NumBaths
1259,Coverage D,Theft,Garage Factor,table:Garage Factor.Theft,Garages
1260,Coverage D,Theft,Dwelling Claims Factor,,DwellClaims
1261,Coverage D,Theft,Farming Claims Factor,table:Farming Claims Factor.Theft,FarmClaims
1262,Coverage D,Theft,New Business Loss Experience Factor,,
1263,Coverage D,Theft,Pool Liability,table:Pool.Theft,Pool
1264,Coverage D,Theft,Trampoline Liability,table:Trampoline.Theft,Trampoline
1265,Coverage D,Theft,Perils Factor,table:Perils.Theft,Perils
1266,Coverage D,Theft,Age of Dwelling,,AOD
1267,Coverage D,Theft,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Theft,DwellYrBuilt
1268,Coverage D,Theft,"Age of Roof, Roof Construction",table:AoR.Theft,AOR
1269,Coverage D,Theft,Roof Shape,table:RoofShape.Theft,RoofShape
1270,Coverage D,Theft,Roof Exclusion,table:RoofExclusion.Theft,RoofExcl
1271,Coverage D,Theft,Utility Update ,table:Utility.Theft,UtilElec
1272,Coverage D,Theft,Utility Update ,table:Utility.Theft,UtilHeat
1273,Coverage D,Theft,Utility Update ,table:Utility.Theft,UtilPlumb
1274,Coverage D,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
1275,Coverage D,Theft,Fortified,table:Fortified.Theft,Fortified
1276,Coverage D,Theft,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Theft,ProtDev
1277,Coverage D,Theft,Wind Mitigation,table:Wind Mitigation.Theft,
1278,Coverage D,Theft,Policy Size Relativity,table:PolicySizeRelativity.Theft,CovAPSR
1279,Coverage D,Theft,Coverage Modification,,
1280,Coverage D,Theft,Brushfire,table:Brushfire.Theft,
1281,Coverage D,Theft,Solid Fuel Heating Device Surcharge,table:SolidFuel.Theft,SolidFuel
1282,Coverage D,Theft,Foundation Type,table:FoundationType.Theft,Foundation
1283,Coverage D,Theft,ACV Roof,table:ACVRoof.Theft,ACVRoof
1284,Coverage D,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
1285,Coverage D,Theft,Wind Hail Deductible,table:WHDeductible.Theft,WHDed
1286,Coverage D,Theft,Occupancy,table:Occupancy.Theft,Occupancy
1287,Coverage D,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
1288,Coverage D,Theft,IRPM Factor,IFactor,
1289,Coverage D,Theft,Transfer Plan Factor,,
1290,Coverage D,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1291,Coverage D,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1292,Coverage D,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1293,Coverage D,Fire,Distance to Coast,table:Distance To Coast.Fire,
1294,Coverage D,Fire,Acreage,table:Acreage.Fire,Acres
1295,Coverage D,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1296,Coverage D,Fire,Credit,table:Credit.Fire,Credit
1297,Coverage D,Fire,Protection Class,table:Protection Class.Fire,PC
1298,Coverage D,Fire,Miles to Fire Department,table:Miles To Fire Department.Fire,MilesToDept
1299,Coverage D,Fire,Construction Type,table:Construction Materials for All.Fire,Constr
1300,Coverage D,Fire,Number of Families,table:Number Of Families.Fire,NumFam
1301,Coverage D,Fire,TownRowhouse,table:TownRowHouse.Fire,TownRow
1302,Coverage D,Fire,Stories and Square Feet,table:Sq Feet Stories.Fire,StorSqFt
1303,Coverage D,Fire,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Fire,CovARPC
1304,Coverage D,Fire,Number of Bathrooms,FireLiability,NumBaths
1305,Coverage D,Fire,Garage Factor,table:Garage Factor.Fire,Garages
1306,Coverage D,Fire,Dwelling Claims Factor,,DwellClaims
1307,Coverage D,Fire,Farming Claims Factor,table:Farming Claims Factor.Fire,FarmClaims
1308,Coverage D,Fire,New Business Loss Experience Factor,,
1309,Coverage D,Fire,Pool Liability,table:Pool.Fire,Pool
1310,Coverage D,Fire,Trampoline Liability,table:Trampoline.Fire,Trampoline
1311,Coverage D,Fire,Perils Factor,table:Perils.Fire,Perils
1312,Coverage D,Fire,Age of Dwelling,,AOD
1313,Coverage D,Fire,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Fire,DwellYrBuilt
1314,Coverage D,Fire,"Age of Roof, Roof Construction",table:AoR.Fire,AOR
1315,Coverage D,Fire,Roof Shape,table:RoofShape.Fire,RoofShape
1316,Coverage D,Fire,Roof Exclusion,table:RoofExclusion.Fire,RoofExcl
1317,Coverage D,Fire,Utility Update , table:Utility.Fire,UtilElec
1318,Coverage D,Fire,Utility Update , table:Utility.Fire,UtilHeat
1319,Coverage D,Fire,Utility Update , table:Utility.Fire,UtilPlumb
1320,Coverage D,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
1321,Coverage D,Fire,Fortified,table:Fortified.Fire,Fortified
1322,Coverage D,Fire,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Fire,ProtDev
1323,Coverage D,Fire,Wind Mitigation,table:Wind Mitigation.Fire,
1324,Coverage D,Fire,Policy Size Relativity,table:PolicySizeRelativity.Fire,CovAPSR
1325,Coverage D,Fire,Coverage Modification,,
1326,Coverage D,Fire,Brushfire,table:Brushfire.Fire,
1327,Coverage D,Fire,Solid Fuel Heating Device Surcharge,table:SolidFuel.Fire,SolidFuel
1328,Coverage D,Fire,Foundation Type,table:FoundationType.Fire,Foundation
1329,Coverage D,Fire,ACV Roof,table:ACVRoof.Fire,ACVRoof
1330,Coverage D,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
1331,Coverage D,Fire,Wind Hail Deductible,table:WHDeductible.Fire,WHDed
1332,Coverage D,Fire,Occupancy,table:Occupancy.Fire,Occupancy
1333,Coverage D,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
1334,Coverage D,Fire,IRPM Factor,IFactor,
1335,Coverage D,Fire,Transfer Plan Factor,,
1336,Coverage D,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
1337,Coverage D,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
1338,Coverage D,Hurricane,WindHail Excl,table:Wind Hail Exclusion.Hurricane,WHExcl
1339,Coverage D,Hurricane,Distance to Coast,table:Distance To Coast.Hurricane,
1340,Coverage D,Hurricane,Acreage,table:Acreage.Hurricane,Acres
1341,Coverage D,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
1342,Coverage D,Hurricane,Credit,table:Credit.Hurricane,Credit
1343,Coverage D,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
1344,Coverage D,Hurricane,Miles to Fire Department,table:Miles To Fire Department.Hurricane,MilesToDept
1345,Coverage D,Hurricane,Construction Type,table:Construction Materials for All.Hurricane,Constr
1346,Coverage D,Hurricane,Number of Families,table:Number Of Families.Hurricane,NumFam
1347,Coverage D,Hurricane,TownRowhouse,table:TownRowHouse.Hurricane,TownRow
1348,Coverage D,Hurricane,Stories and Square Feet,table:Sq Feet Stories.Hurricane,StorSqFt
1349,Coverage D,Hurricane,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Hurricane,CovARPC
1350,Coverage D,Hurricane,Number of Bathrooms,table:Bathrooms.Hurricane,NumBaths
1351,Coverage D,Hurricane,Garage Factor,table:Garage Factor.Hurricane,Garages
1352,Coverage D,Hurricane,Dwelling Claims Factor,,DwellClaims
1353,Coverage D,Hurricane,Farming Claims Factor,table:Farming Claims Factor.Hurricane,FarmClaims
1354,Coverage D,Hurricane,New Business Loss Experience Factor,,
1355,Coverage D,Hurricane,Pool Liability,table:Pool.Hurricane,Pool
1356,Coverage D,Hurricane,Trampoline Liability,table:Trampoline.Hurricane,Trampoline
1357,Coverage D,Hurricane,Perils Factor,table:Perils.Hurricane,Perils
1358,Coverage D,Hurricane,Age of Dwelling,,AOD
1359,Coverage D,Hurricane,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Hurricane,DwellYrBuilt
1360,Coverage D,Hurricane,"Age of Roof, Roof Construction",table:AoR.Hurricane,AOR
1361,Coverage D,Hurricane,Roof Shape,table:RoofShape.Hurricane,RoofShape
1362,Coverage D,Hurricane,Roof Exclusion,table:RoofExclusion.Hurricane,RoofExcl
1363,Coverage D,Hurricane,Utility Update ,table:Utility.Hurricane,UtilElec
1364,Coverage D,Hurricane,Utility Update ,table:Utility.Hurricane,UtilHeat
1365,Coverage D,Hurricane,Utility Update ,table:Utility.Hurricane,UtilPlumb
1366,Coverage D,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
1367,Coverage D,Hurricane,Fortified,table:Fortified.Hurricane,Fortified
1368,Coverage D,Hurricane,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Hurricane,ProtDev
1369,Coverage D,Hurricane,Wind Mitigation,table:Wind Mitigation.Hurricane,
1370,Coverage D,Hurricane,Policy Size Relativity,table:PolicySizeRelativity.Hurricane,CovAPSR
1371,Coverage D,Hurricane,Coverage Modification,,
1372,Coverage D,Hurricane,Brushfire,table:Brushfire.Hurricane,
1373,Coverage D,Hurricane,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hurricane,SolidFuel
1374,Coverage D,Hurricane,Foundation Type,table:FoundationType.Hurricane,Foundation
1375,Coverage D,Hurricane,ACV Roof,table:ACVRoof.Hurricane,ACVRoof
1376,Coverage D,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
1377,Coverage D,Hurricane,Wind Hail Deductible,table:WHDeductible.Hurricane,WHDed
1378,Coverage D,Hurricane,Occupancy,table:Occupancy.Hurricane,Occupancy
1379,Coverage D,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
1380,Coverage D,Hurricane,IRPM Factor,IFactor,
1381,Coverage D,Hurricane,Transfer Plan Factor,,
1382,Coverage D,Wind,Base Rate,table:BaseRate.Wind,BaseRate
1383,Coverage D,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
1384,Coverage D,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
1385,Coverage D,Wind,Distance to Coast,table:Distance To Coast.Wind,
1386,Coverage D,Wind,Acreage,table:Acreage.Wind,Acres
1387,Coverage D,Wind,Farm Type,table:Farm_Type.Wind,FarmType
1388,Coverage D,Wind,Credit,table:Credit.Wind,Credit
1389,Coverage D,Wind,Protection Class,table:Protection Class.Wind,PC
1390,Coverage D,Wind,Miles to Fire Department,table:Miles To Fire Department.Wind,MilesToDept
1391,Coverage D,Wind,Construction Type,table:Construction Materials for All.Wind,Constr
1392,Coverage D,Wind,Number of Families,table:Number Of Families.Wind,NumFam
1393,Coverage D,Wind,TownRowhouse,table:TownRowHouse.Wind,TownRow
1394,Coverage D,Wind,Stories and Square Feet,table:Sq Feet Stories.Wind,StorSqFt
1395,Coverage D,Wind,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Wind,CovARPC
1396,Coverage D,Wind,Number of Bathrooms,table:Bathrooms.Wind,NumBaths
1397,Coverage D,Wind,Garage Factor,table:Garage Factor.Wind,Garages
1398,Coverage D,Wind,Dwelling Claims Factor,,DwellClaims
1399,Coverage D,Wind,Farming Claims Factor,table:Farming Claims Factor.Wind,FarmClaims
1400,Coverage D,Wind,New Business Loss Experience Factor,,
1401,Coverage D,Wind,Pool Liability,table:Pool.Wind,Pool
1402,Coverage D,Wind,Trampoline Liability,table:Trampoline.Wind,Trampoline
1403,Coverage D,Wind,Perils Factor,table:Perils.Wind,Perils
1404,Coverage D,Wind,Age of Dwelling,,AOD
1405,Coverage D,Wind,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Wind,DwellYrBuilt
1406,Coverage D,Wind,"Age of Roof, Roof Construction",table:AoR.Wind,AOR
1407,Coverage D,Wind,Roof Shape,table:RoofShape.Wind,RoofShape
1408,Coverage D,Wind,Roof Exclusion,table:RoofExclusion.Wind,RoofExcl
1409,Coverage D,Wind,Utility Update ,table:Utility.Wind,UtilElec
1410,Coverage D,Wind,Utility Update ,table:Utility.Wind,UtilHeat
1411,Coverage D,Wind,Utility Update ,table:Utility.Wind,UtilPlumb
1412,Coverage D,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
1413,Coverage D,Wind,Fortified,table:Fortified.Wind,Fortified
1414,Coverage D,Wind,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Wind,ProtDev
1415,Coverage D,Wind,Wind Mitigation,table:Wind Mitigation.Wind,
1416,Coverage D,Wind,Policy Size Relativity,table:PolicySizeRelativity.Wind,CovAPSR
1417,Coverage D,Wind,Coverage Modification,,
1418,Coverage D,Wind,Brushfire,table:Brushfire.Wind,
1419,Coverage D,Wind,Solid Fuel Heating Device Surcharge,table:SolidFuel.Wind,SolidFuel
1420,Coverage D,Wind,Foundation Type,table:FoundationType.Wind,Foundation
1421,Coverage D,Wind,ACV Roof,table:ACVRoof.Wind,ACVRoof
1422,Coverage D,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1423,Coverage D,Wind,Wind Hail Deductible,table:WHDeductible.Wind,WHDed
1424,Coverage D,Wind,Occupancy,table:Occupancy.Wind,Occupancy
1425,Coverage D,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1426,Coverage D,Wind,IRPM Factor,IFactor,
1427,Coverage D,Wind,Transfer Plan Factor,,
1428,Coverage D,Other,Base Rate,table:BaseRate.Other,BaseRate
1429,Coverage D,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1430,Coverage D,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1431,Coverage D,Other,Distance to Coast,table:Distance To Coast.Other,
1432,Coverage D,Other,Acreage,table:Acreage.Other,Acres
1433,Coverage D,Other,Farm Type,table:Farm_Type.Other,FarmType
1434,Coverage D,Other,Credit,table:Credit.Other,Credit
1435,Coverage D,Other,Protection Class,table:Protection Class.Other,PC
1436,Coverage D,Other,Miles to Fire Department,table:Miles To Fire Department.Other,MilesToDept
1437,Coverage D,Other,Construction Type,table:Construction Materials for All.Other,Constr
1438,Coverage D,Other,Number of Families,table:Number Of Families.Other,NumFam
1439,Coverage D,Other,TownRowhouse,table:TownRowHouse.Other,TownRow
1440,Coverage D,Other,Stories and Square Feet,table:Sq Feet Stories.Other,StorSqFt
1441,Coverage D,Other,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Other,CovARPC
1442,Coverage D,Other,Number of Bathrooms,table:Bathrooms.Other,NumBaths
1443,Coverage D,Other,Garage Factor,table:Garage Factor.Other,Garages
1444,Coverage D,Other,Dwelling Claims Factor,,DwellClaims
1445,Coverage D,Other,Farming Claims Factor,table:Farming Claims Factor.Other,FarmClaims
1446,Coverage D,Other,New Business Loss Experience Factor,,
1447,Coverage D,Other,Pool Liability,table:Pool.Other,Pool
1448,Coverage D,Other,Trampoline Liability,table:Trampoline.Other,Trampoline
1449,Coverage D,Other,Perils Factor,table:Perils.Other,Perils
1450,Coverage D,Other,Age of Dwelling,,AOD
1451,Coverage D,Other,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Other,DwellYrBuilt
1452,Coverage D,Other,"Age of Roof, Roof Construction",table:AoR.Other,AOR
1453,Coverage D,Other,Roof Shape,table:RoofShape.Other,RoofShape
1454,Coverage D,Other,Roof Exclusion,table:RoofExclusion.Other,RoofExcl
1455,Coverage D,Other,Utility Update ,table:Utility.Other,UtilElec
1456,Coverage D,Other,Utility Update ,table:Utility.Other,UtilHeat
1457,Coverage D,Other,Utility Update ,table:Utility.Other,UtilPlumb
1458,Coverage D,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1459,Coverage D,Other,Fortified,table:Fortified.Other,Fortified
1460,Coverage D,Other,Protective Devices (incl Smart Farm),table:ProtectiveDevices.Other,ProtDev
1461,Coverage D,Other,Wind Mitigation,table:Wind Mitigation.Other,
1462,Coverage D,Other,Policy Size Relativity,table:PolicySizeRelativity.Other,CovAPSR
1463,Coverage D,Other,Coverage Modification,,
1464,Coverage D,Other,Brushfire,table:Brushfire.Other,
