Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hurricane, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Hurricane, , "(1, Grain) = 0.8"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hurricane, , "(1, <<998,998>>, Cov F) = 1.027"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hurricane, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Hurricane, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.02552
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hurricane, , "(1, Cov F, 1000, <<2552,2552>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0.05070000000, ←, , CostData.BaseRate, , 0.0507
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 0.0507000, ←, , CostData.BaseRate, , 0.0507
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hurricane, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 0.0507, ←, , CostData.BaseRate, , 0.0507
TermAmount, , , , , , , , , , 0.05, ←, , CostData.BaseRate, , 0.0507
, CONTINUE, , , , , , , , , , R, , .01, , 0.05
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Fire (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 1.384500000, ←, , CoverageInfo.CoverageFFireCost, , 9.23
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Fire, , (1) = 0.15
AdjustedRate, , , , , , , , , , 1.3845, ←, , CostData.BaseRate, , 1.3845
TermAmount, , , , , , , , , , 1.38, ←, , CostData.BaseRate, , 1.3845
, CONTINUE, , , , , , , , , , R, , .01, , 1.38
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Wind, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Wind (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 2.077500000, ←, , CoverageInfo.CoverageFWindCost, , 13.85
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Wind, , (1) = 0.15
AdjustedRate, , , , , , , , , , 2.0775, ←, , CostData.BaseRate, , 2.0775
TermAmount, , , , , , , , , , 2.08, ←, , CostData.BaseRate, , 2.0775
, CONTINUE, , , , , , , , , , R, , .01, , 2.08
Scheduled Farm Personal Property ( Poultry ) -Hurricane, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Hurricane (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Hurricane, , "(1, <<1520,1520>>, Cov F) = 1"
PolicySizeFactor, , , , , , , , , , 0.0214500000, ←, , table:PolicySizeRelativity.Hurricane, , "(1, 2145, Cov F) = 0.02145"
BaseRate, , , , , , , , , , 0.0426308110800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Hurricane, , "(1, Cov F) = 2.36"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hurricane, , "(1, Cov F, 47527) = 1.025"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hurricane, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hurricane, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Hurricane, , "(1, Poultry) = 0.8"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hurricane, , "(1, <<998,998>>, Cov F) = 1.027"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hurricane, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Hurricane, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.02145
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hurricane, , "(1, Cov F, 1000, <<2145,2145>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0.04260000000, ←, , CostData.BaseRate, , 0.0426
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 0.0426000, ←, , CostData.BaseRate, , 0.0426
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hurricane, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 0.0426, ←, , CostData.BaseRate, , 0.0426
TermAmount, , , , , , , , , , 0.04, ←, , CostData.BaseRate, , 0.0426
, CONTINUE, , , , , , , , , , R, , .01, , 0.04
Farm Personal Liability - Hail, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Coverage_Hail (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 1.0, ←, , 1, , 1
ContentOnlyFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
RateFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Hail, , "(4, <<1520,1520>>, Cov A) = 1"
ContentOnlyFactor, , , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Utility.Hail, , "(4, null, null, null) = 1"
IFactor, , , , , , , , , , 0.0, ←, , 0, , 0
JFactor, , , , , , , , , , 0.0, ←, , 0, , 0
KFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MFactor, , , , , , , , , , 0.0, ←, , 0, , 0
NFactor, , , , , , , , , , 0.0, ←, , 0, , 0
OFactor, , , , , , , , , , 0.0, ←, , 0, , 0
QFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartCameraFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartLightFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartSmokeAlarmFactor, , , , , , , , , , 0.0, ←, , 0, , 0
WaterLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GasLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GeneratorFactor, , , , , , , , , , 0.0, ←, , 0, , 0
AutTempDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
ADFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CRFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MaxCreditPerPeril, , , , , , , , , , 0E-10, ←, , table:ProtectiveDevices.Hail, , "(4, Max, Cov A) = 0"
AllDiscount, , , , , , , , , , 0.0, ←, , IFactor, , 0
, CONTINUE, , , , , , , , , , +, , JFactor, , 0
, CONTINUE, , , , , , , , , , +, , KFactor, , 0
, CONTINUE, , , , , , , , , , +, , MFactor, , 0
, CONTINUE, , , , , , , , , , +, , NFactor, , 0
, CONTINUE, , , , , , , , , , +, , OFactor, , 0
, CONTINUE, , , , , , , , , , +, , QFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartCameraFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartLightFactor, , 0
, CONTINUE, , , , , , , , , , +, , AutTempDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GeneratorFactor, , 0
, CONTINUE, , , , , , , , , , +, , WaterLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GasLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , ADFactor, , 0
, CONTINUE, , , , , , , , , , +, , CFactor, , 0
, CONTINUE, , , , , , , , , , +, , CRFactor, , 0
FinalFactor, , , , , , , , , , 1.0, ←, , 1, , 1
, CONTINUE, , , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0) = 0"
BaseRate, , , , , , , , , , 0E-294, ←, , table:BaseRate.Hail, , "(4, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hail, , "(4, Cov A, 47527) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , table:Distance To Coast.Hail, , "(47527, null) = 1"
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hail, , "(4, Dairy, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hail, , "(4, <<998,998>>, Cov A) = 1.005"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hail, , "(4, 8, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Miles To Fire Department.Hail, , "(4, Within5miles, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Construction Materials for All.Hail, , "(4, Cov A, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Farming Claims Factor.Hail, , "(4, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 0"
, CONTINUE, , , , , , , , , , ×, , RateFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Dwelling_Age.Hail, , "(4, false, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Dwelling Year Built Factor.Hail, , "(4, false, 1, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:AoR.Hail, , "(4, Cov A, 1, null, null, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:RoofShape.Hail, , "(4, null, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:RoofExclusion.Hail, , "(4, Cov A, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Utility.Hail, , "(4, null, null, null) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hail, , "(4, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Fortified.Hail, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , FinalFactor, , 1
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 1
, CONTINUE, , , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, CONTINUE, , , , , , , , , , ×, , table:Brushfire.Hail, , "(4, <<0,0>>) = 0"
, CONTINUE, , , , , , , , , , ×, , table:SolidFuel.Hail, , "(4, Cov A, false, false, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:FoundationType.Hail, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:ACVRoof.Hail, , "(4, false, Cov A, null) = 1"
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hail, , "(4, Cov A, null, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:WHDeductible.Hail, , "(4, false, Cov A, null, null, 1) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Occupancy.Hail, , (No Dwelling) = 0
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 4) = 1"
BaseRate, , , , , , , , , , 0E-7, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hail, , "(4, Cov A) = 0"
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Other, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Other (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.1772500000, ←, , table:PolicySizeRelativity.Other, , "(1, 12500, Cov F) = 0.17725"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 74.0768183771484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(1, Cov F) = 335"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Other, , "(1, Cov F, 47527) = 1.075"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Other, , "(1, Cotton Harvesting Equipment) = 1.25"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Other, , "(1, <<998,998>>, Cov F) = 1.035"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Other, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Other, , "(1, <<1,1>>, Cotton) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.17725
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov F, 1000, <<12500,12500>>) = 0.897"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 74.07680000000, ←, , CostData.BaseRate, , 74.0768
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 74.0768000, ←, , CostData.BaseRate, , 74.0768
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 74.0768, ←, , CostData.BaseRate, , 74.0768
TermAmount, , , , , , , , , , 74.08, ←, , CostData.BaseRate, , 74.0768
, CONTINUE, , , , , , , , , , R, , .01, , 74.08
Scheduled Farm Personal Property ( Combines ) -Wind, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Wind (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 2.901500000, ←, , CoverageInfo.CoverageFWindCost, , 58.03
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Wind, , (0) = 0.05
AdjustedRate, , , , , , , , , , 2.9015, ←, , CostData.BaseRate, , 2.9015
TermAmount, , , , , , , , , , 2.90, ←, , CostData.BaseRate, , 2.9015
, CONTINUE, , , , , , , , , , R, , .01, , 2.90
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Wind, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Wind (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.1250000000, ←, , table:PolicySizeRelativity.Wind, , "(1, 12500, Cov F) = 0.125"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Wind, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 13.8534514377187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(1, Cov F) = 110.55"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Wind, , "(1, Cov F, 47527) = 1.103"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Wind, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Wind, , "(1, Cotton Harvesting Equipment) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Wind, , "(1, <<998,998>>, Cov F) = 1.027"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Wind, , "(1, 8, Cov F) = 0.885"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Wind, , "(1, <<1,1>>, Cotton) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.125
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(1, Cov F, 1000, <<12500,12500>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 13.85350000000, ←, , CostData.BaseRate, , 13.8535
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 13.8535000, ←, , CostData.BaseRate, , 13.8535
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Wind, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 13.8535, ←, , CostData.BaseRate, , 13.8535
TermAmount, , , , , , , , , , 13.85, ←, , CostData.BaseRate, , 13.8535
, CONTINUE, , , , , , , , , , R, , .01, , 13.85
Scheduled Farm Personal Property ( Poultry ) -Water, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Water (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.0305388889, ←, , table:PolicySizeRelativity.Water, , "(1, 2145, Cov F) = 0.03053889"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Water, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 0.1250517016006981632000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Water, , "(1, Cov F) = 4.26"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Water, , "(1, Cov F, 47527) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Water, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Water, , "(1, Poultry) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Water, , "(1, <<998,998>>, Cov F) = 1.043"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Water, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Water, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Water, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.03053889
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Water, , "(1, Cov F, 1000, <<2145,2145>>) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0.12510000000, ←, , CostData.BaseRate, , 0.1251
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 0.1251000, ←, , CostData.BaseRate, , 0.1251
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Water, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 0.1251, ←, , CostData.BaseRate, , 0.1251
TermAmount, , , , , , , , , , 0.13, ←, , CostData.BaseRate, , 0.1251
, CONTINUE, , , , , , , , , , R, , .01, , 0.13
Scheduled Farm Personal Property ( Poultry ) -Wind, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Wind (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.0214500000, ←, , table:PolicySizeRelativity.Wind, , "(1, 2145, Cov F) = 0.02145"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Wind, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 1.9018018133700300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(1, Cov F) = 110.55"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Wind, , "(1, Cov F, 47527) = 1.103"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Wind, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Wind, , "(1, Poultry) = 0.8"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Wind, , "(1, <<998,998>>, Cov F) = 1.027"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Wind, , "(1, 8, Cov F) = 0.885"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Wind, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.02145
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(1, Cov F, 1000, <<2145,2145>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 1.90180000000, ←, , CostData.BaseRate, , 1.9018
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 1.9018000, ←, , CostData.BaseRate, , 1.9018
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Wind, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 1.9018, ←, , CostData.BaseRate, , 1.9018
TermAmount, , , , , , , , , , 1.90, ←, , CostData.BaseRate, , 1.9018
, CONTINUE, , , , , , , , , , R, , .01, , 1.90
Scheduled Farm Personal Property ( Unregistered Farm Motor Vehicle ) -Liability, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Liability (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.9520000000, ←, , table:PolicySizeRelativity.Liability, , "(1, 8544, Cov F) = 0.952"
AcreageFactor, , , , , , , , , , 2.6270000000, ←, , table:Acreage.Liability, , "(1, <<1520,1520>>, Cov F) = 2.627"
BaseRate, , , , , , , , , , 37.8244190396972099200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Liability, , "(1, Cov F) = 14.42"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Liability, , "(1, Cov F, 47527) = 0.982"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 2.627
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Liability, , "(1, Dairy, Cov F) = 1.1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Liability, , "(1, Unregistered Farm Motor Vehicle) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Liability, , "(1, <<998,998>>, Cov F) = 1.067"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Liability, , "(1, 8, Cov F) = 0.91"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Liability, , "(1, <<1,1>>, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Liability, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.952
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Liability, , "(1, Cov F, 1000, <<8544,8544>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 37.82440000000, ←, , CostData.BaseRate, , 37.8244
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 37.8244000, ←, , CostData.BaseRate, , 37.8244
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Liability, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 37.8244, ←, , CostData.BaseRate, , 37.8244
TermAmount, , , , , , , , , , 37.82, ←, , CostData.BaseRate, , 37.8244
, CONTINUE, , , , , , , , , , R, , .01, , 37.82
Scheduled Farm Personal Property ( Combines ) -Hail, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Hail (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 0.012000000, ←, , CoverageInfo.CoverageFHailCost, , 0.24
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Hail, , (0) = 0.05
AdjustedRate, , , , , , , , , , 0.0120, ←, , CostData.BaseRate, , 0.012
TermAmount, , , , , , , , , , 0.01, ←, , CostData.BaseRate, , 0.012
, CONTINUE, , , , , , , , , , R, , .01, , 0.01
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Hail, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Hail (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.1250000000, ←, , table:PolicySizeRelativity.Hail, , "(1, 12500, Cov F) = 0.125"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Hail, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 0.0571162353750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Hail, , "(1, Cov F) = 0.36"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hail, , "(1, Cov F, 47527) = 1.103"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hail, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Hail, , "(1, Cotton Harvesting Equipment) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hail, , "(1, <<998,998>>, Cov F) = 1.005"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hail, , "(1, 8, Cov F) = 1.145"
